"title","text","slug","image","altText","video","published","url"
"Easter at the Fitzwilliam ","This Easter enjoy the Fitzwilliam Museum’s major new exhibition Treasured Possessions, which takes the viewer on a dazzling journey through the decorative arts. Also new for Easter is Close-up and personal: Eighteenth-century gold boxes from the Rosalinde and Arthur Gilbert Collection and A Young Man’s Progress - an impressive display of five modern photographic recreations. Continuing exhibitions include Modern Heroism: Printmaking and the legacy of Napoleon Bonaparte and MOONSTRIPS Eduardo Paolozzi and the printed collage 1965-72. Visit our Current Exhibitions page for more information about our free shows. 
Families can discover our collections through a variety of free resources that are available from both entrances to the Museum. Those with babies (0-2 years) can pick up a play mat* containing carefully selected resources that connect with themes and objects in the collection. Little ones (2-6 years) can benefit from our Story Starters - pick up a satchel containing a picture book and activities to explore the galleries. Whilst those with 5-12 year olds can complete games and puzzles to journey around the museum with one of our Fitz Kits, or pick up a new gallery trail on the Fitzwilliam Museum’s Pictures and Egyptian objects. A selection of drawing materials are available to borrow at any time. And don’t forget to look out for Easter themed items amongst our permanent displays, including a lovely rabbit tureen (Gallery 26), and paintings from the Easter story (Galleries 6, 7 & 8).
Plus, on Thursday 2 April our North Lawn Café plans to re-open - weather permitting. This provides a lovely al fresco setting to enjoy fresh sandwiches, salads and drinks.
We hope you enjoy visiting the Museum this Easter.
* Available at Courtyard Entrance only.
","easter-fitzwilliam",,,,2015-03-25,"http://www.fitzmuseum.cam.ac.uk/news/easter-fitzwilliam"
"Poussin masterpiece goes on tour ","In 2012 the Fitzwilliam Museum made headlines after raising £3.9 million to acquire Nicolas Poussin’s masterpiece Extreme Unction (c. 1638-40).  Now this majestic painting will be going on tour to three collections so it can be seen and enjoyed across the nation.
The painting will be on show in 2015 from 6 March - 7 June at the Walker Art Gallery, Liverpool, 12 June - 13 September at the Scottish National Gallery, Edinburgh, and 18 September - 13 December at the Ashmolean Museum, Oxford.  All of the collections are free to enter and all have other works by this artist in their collection. 
The acquisition was made in 2012 when HM Government’s Acceptance in Lieu scheme allowed the painting to be purchased for £3.9m instead of its market value of £14m. The purchase was supported by the Heritage Lottery Fund, the Art Fund and numerous charities and public donations. 
Extreme Unction (or ‘Final Anointing’) depicts a powerful and moving scene, as a family gathers at the bedside of a dying man as he is administered his last rites. 
The painting is one of a set of seven scenes representing the sacraments of the Catholic Church; Baptism, Penance, Ordination, Marriage, Eucharist, Confirmation and Extreme Unction. They were painted between 1636 and 1642 by the French artist Nicolas Poussin (1594-1665), one of the greatest artists of the 17th century. He spent most of his career in Rome, the art capital of Europe, attracting the patronage of wealthy and influential collectors. The set was commissioned by the renowned collector and scholar, Cassiano dal Pozzo, and hung in a room named after them, the Stanza de’ Sagramenti, in his palace in Rome. 
Poussin imagined each scene taking place in ancient Roman times either as an event from the Bible, or a ritual associated with the early church. He drew on his extensive study of the art and artefacts of classical antiquity to represent the costumes, setting, and the structure of the paintings themselves. 
The set is of particular importance to the UK as it has long been in British collections and a part of our national heritage.  In 1785, the series was sold for £2,000 to Charles Manners, 4th Duke of Rutland and brought to England. Shortly after, they were publicly exhibited at the Royal Academy of Arts in London; King George III was amongst those who visited, accompanied by the painter Sir Joshua Reynolds. 
The series is no longer complete: Penance, was destroyed by fire in 1816, Baptism was sold around 1939 and is now in the National Gallery of Art, Washington and Ordination was sold in 2011 to the Kimbell Art Museum, Fort Worth, Texas.
Further information can be found in our online exhibition, Painting in Focus: Nicolas Poussin’s Extreme Unction.
","poussin-masterpiece-goes-tour",,,,2015-03-05,"http://www.fitzmuseum.cam.ac.uk/news/poussin-masterpiece-goes-tour"
"Auerbach sketches and birthday messages join the collections ","A collection of 40 works by the painter Frank Auerbach collected by his friend and fellow-artist Lucian Freud have been allocated to museums and galleries across the UK.  The allocation has come through the Acceptance in Lieu scheme administered by Arts Council England.
Five works are coming to the Fitzwilliam Museum.  These sketches by Auerbach were sent as birthday cards to Freud with personal messages.  The comments include ‘Dear Lucian, This very ill-timed Birthday present. I have just been in to Paxton & W. [Whitfield] And wanted to get a ham before they Sold Out. Love Frank. P.s Many Happy Returns of the 8th’ and ‘Dear Lucian Very Many Happy Returns of next Wednesday (they say that they can only deliver today) Love Frank’. 
One of the sketches depicts Auerbach and Freud having breakfast in the Cock Tavern in east London, but there are also sketches of important paintings in progress, including Freud working on the painting The Benefits Supervisor Sleeping (1994) and a sketch of Auerbach’s painting After Ruben’s Samson and Delilah (1993). 
The five drawings will join the Fitzwilliam’s collection of 51 works by Auerbach, which includes an important painting, sketchbooks and a complete set of his prints. 
The Fitzwilliam Museum's collection of Frank Auerbach's prints was initiated in 1994 with the gift of two etchings from Ruth and Joseph Bromberg in memory of their son Michael. The collection was then transformed by an extraordinary donation from James Kirkman of the remainder of the artist's prints to date (together with two sketchbooks). The Fitzwilliam has been able to keep the collection up to date into the twenty first century entirely due to Frank Auerbach himself, who has donated an impression of each new print on completion. 
The allocation of the full 40 works by Auerbach across the country is the largest ever single Acceptance in Lieu.  The whole collection was shown in temporary exhibitions in Manchester and London. Now, every part of the UK has benefited following a recommendation of the Acceptance in Lieu Panel to ministers in England, Scotland and Wales. 
Image credit: Frank Auerbach, 1993, sketch of Auerbach’s painting After Ruben’s Samson and Delilah 1993.
","auerbach-sketches-and-birthday-messages-join-collections",,,,2015-03-02,"http://www.fitzmuseum.cam.ac.uk/news/auerbach-sketches-and-birthday-messages-join-collections"
"Exceptional paintings by El Greco & Largilli&egrave;re on loan  ","Two exceptional paintings have gone on display in the Museum’s permanent collection, generously placed on long-term loan by their owners.
A painting of Saint John the Evangelist by El Greco (Doménikos Theotokópoulos, 1541-1614) has been hung in the Spanish and Flemish gallery (8), complementing the recently acquired sculpture of the Virgin of Sorrows by Pedro de Mena (1628-1688).  
There are no other works by El Greco in the Museum’s collections. Thought to have been painted late in the 1590s to early 1600s, this extraordinary half-length figure bears all the hallmarks of El Greco’s late style, such as the blurred facial features, extremely free brushwork and broad planes of intense colour.  Although this remarkable style of painting was considered bizarre in El Greco’s lifetime, it has a retrospectively ‘modern’ quality that continues to inspires painters to this day. 
In pride of place in Gallery 4, devoted to the display of French painting, sculpture  and furniture from the 17th to the 19th century is a grandiose and exceptionally well preserved portrait of Charles-Jean-Pierre de Barentin, Comte de Montchal (1704-1763)  by Nicolas Largillière (1656-1746) .  Probably painted in 1736 to mark his marriage to Louise-Madeleine Bertin de Vaugien the previous year, the painting is testimony to the artist’s sensitivity as a colourist and his remarkable ability to paint realist - and often sumptuous - effects of textures, fabrics and finishes of all kinds. 
The son of a hat merchant, Largillière was born in Paris in 1656, but spent much of the early part of his career in England. He returned to the city of his birth in 1679, where his fluent painting style proved enormously appealing to the wealthy Parisian middle classes, and, as his fame increased, to the aristocracy and provincial mercantile clients. 
Set against the fictitious backdrop of a battlefield, the Count wears a highly decorative ‘dress’ armour with the red ribbon of the Order of St Louis on his left breast. The cool sheen of the armour is echoed in the gilt thread in the buttons and offsets the rich pile of the velvet jacket, heavily-embroidered sleeves, ocelot cloak with silk lining and intricate lace undergarment.
","exceptional-paintings-el-greco-largilli%C3%A8re-loan",,,,2015-02-26,"http://www.fitzmuseum.cam.ac.uk/news/exceptional-paintings-el-greco-largilli%C3%A8re-loan"
"Inspiring with the ancient world ","Much of our first contact with archaeology happens in museums.  But how should we inspire the public with the ancient world?  A new symposium on March 16 - 17 at the Fitzwilliam Museum is asking experts and members of the public to join them in discussing how to engage audiences.
The University of Cambridge Museums (UCM) has spectacular antiquities including Greek, Roman, Cypriot and Egyptian collections.  In addition to presentations at the Mill Lane Lecture rooms, the symposium will include an evening reception at the Museum of Classical Archaeology, followed by a tour of the ancient collections of the Fitzwilliam Museum and the galleries of the Museum of Archaeology and Anthropology, the next day.  
Audience engagement is one of the most important concerns of any public museum.  It looks at how to inspire the public with collections, how to get them to participate, and how to present facts for different groups or ages. 
The symposium will explore many questions, including: 
Is the ‘Ancient World’ suitable for all ages and audiences? 
Do visitors find the way we present ancient artefacts fascinating and exciting or daunting? 
Are there types of objects that we should keep largely unseen? 
Is everything on display suitable for education and outreach programmes? 
Presentations will be given by many European museums and three UCM museums. They will explore the range of ideas used by European museums to engage their public with ancient material culture. They will also look at how academic and curatorial work is influencing how museums engage with the public. There will also be presentations from European museums that have undergone recent major refurbishments, to share how the redisplaying of antiquities is shaping a new relationship with their audiences. 
 ‘Material Cultures in Public Engagement: European perspectives on public engagement with collections of the Ancient World’ takes place March 16 - 17.  For more information and how to book click here. 
The Symposium is jointly organized by the University of Cambridge and the Topoi excellence Cluster in Berlin. Topoi is a knowledge transfer hub for Museum identities and Museum Research and is home to an extensive network of Museum Curators and professionals in Germany.
","inspiring-ancient-world",,,,2015-02-17,"http://www.fitzmuseum.cam.ac.uk/news/inspiring-ancient-world"
"SOURCE 2015 ","On Saturdays throughout February and during half-term GCSE, A-Level, BTEC and Foundation Art students from across the eastern region will be getting help with their exam preparation, with access to free events at the Fitzwilliam Museum, Museum of Archaeology and Anthropology, Cambridge University Botanic Garden, Polar Museum and Whipple Museum for SOURCE 2015.
Led by the Fitzwilliam, SOURCE supports GCSE, AS/A Level, BTEC and Foundation Art and Design students as they prepare for their exams. 
Students are being invited to get motivated during half-term and try drawing with professional artists in different inspirational collections across the city.  Meeting with other young people they will get to explore the beautiful paintings, sculpture, artefacts and objects of the Fitzwilliam and other University of Cambridge collections to get inspiration and ideas. 
The free events take place on the first three Saturdays throughout February as well as Tuesday 17 to Friday 20 February during half term.  Six professional artists will be on hand during different days to show varied techniques in their specialisms.  Staff from the Museum will be advising on how to explore the collections of the University of Cambridge Museums, and offering the Fitzwilliam’s spacious art studio to give students room and time to work on their projects away from home. 
Sarah Blake commented: ""Working on your exam portfolio at home can be really stressful for a young person.  You need a lot of space, and it can feel demoralising to be stuck inside for days at a time to work on it, particularly when there are siblings or relatives, who may not give them the room they need to work.  SOURCE has been running for the last eight years and we have aimed to give students a place where they can get inspiration, work with professional artists, try different materials, and most importantly meet with other young people and socialise while they get ideas for their projects."" 
The Museum will also be offering free bookable slots on Friday 20 February to review BTEC and Art Foundation portfolios with Will Hill, Deputy Head of Cambridge School of Art Anglia Ruskin University with his colleagues and students. 
The full programme for SOURCE 2015 is available online.
","source-2015",,,,2015-02-12,"http://www.fitzmuseum.cam.ac.uk/news/source-2015"
"Michelangelo bronzes discovered ","It was thought that no bronzes by Michelangelo had survived - now experts believe they have found not one, but two - with a tiny detail in a 500-year-old drawing providing vital evidence.
They are naked, beautiful, muscular and ride triumphantly on two ferocious panthers. And now the secret of who created these magnificent metre-high bronze male nudes could well be solved. A team of international experts led by the University of Cambridge and Fitzwilliam Museum has gathered compelling evidence that argues that these masterpieces, which have spent over a century in relative obscurity, are early works by Michelangelo, made just after he completed the marble David and as he was about to embark on the Sistine Chapel ceiling.
If the attribution is correct, they are currently the only surviving Michelangelo bronzes in the world by his hand.
They are a non-matching pair, one figure older and lithe, the other young and athletic. Long admired for the beauty of their anatomy and powerful expressions, their first recorded attribution was to Michelangelo when they appeared in the collection of Adolphe de Rothschild in the 19th century. But, since they are undocumented and unsigned, this attribution was dismissed and over the last 120 years, the bronzes have been attributed to various other talented sculptors.
That changed last autumn when Prof Paul Joannides, Emeritus Professor of Art History at the University of Cambridge, connected them to a drawing by one of Michelangelo’s apprentices now in the Musée Fabre, Montpellier, France.
A Sheet of studies with Virgin embracing Infant Jesus, c.1508, is a student’s faithful copy of various slightly earlier lost sketches by Michelangelo. In one corner is a composition of a muscular youth riding a panther, which is very similar in pose to the bronzes, and drawn in the abrupt, forceful manner that Michelangelo employed in designs for sculpture. This suggests that Michelangelo was working up this very unusual theme for a work in three dimensions.
This revelation triggered further art-historical research with input from a number of international experts. The bronzes were compared with other works by Michelangelo and found to be very similar in style and anatomy to his works of 1500-1510; a date confirmed by the preliminary conclusions of initial scientific analysis. Interdisciplinary research is continuing; the findings and conclusions of which will be presented at an international conference on Monday 6 July, 2015.
It is a common misconception that Michelangelo sculpted almost exclusively in marble and never in bronze. However it is historically verifiable that he was associated with bronze throughout his 75-year-long career. Michelangelo is documented as having made a two-thirds life-size David for a French grandee, and an over twice life-size statue of Pope Julius II. Sadly neither survives - the first disappeared during the French Revolution; the second was melted down for artillery less than three years after it was made.
Dr Victoria Avery, Keeper of the Applied Arts Department of the Fitzwilliam Museum, commented: ""It has been fantastically exciting to have been able to participate in this ground-breaking project, which has involved input from many art-historians in the UK, Europe and the States, and to draw on evidence from conservation scientists and anatomists. The bronzes are exceptionally powerful and compelling works of art that deserve close-up study - we hope the public will come and examine them for themselves, and engage with this ongoing debate.""
The bronzes have gone on display in advance of the Fitzwilliam Museum’s bicentenary in 2016 and before its next major exhibition Treasured Possessions, the result of an interdisciplinary University research project revealing hidden items in the Museum’s reserves. The bronzes and a selection of the evidence are now on display in the Italian galleries at the Fitzwilliam Museum, Cambridge, from February 3 until 9 August 2015. Admission to the Fitzwilliam is free.
","michelangelo-bronzes-discovered","http://www.fitzmuseum.cam.ac.uk/sites/default/files/styles/large/public/bronzes_0.jpg?itok=lFkQQw38",,"

        Michelangelo bronzes discovered
    
  
  
    
  Video of Michelangelo bronzes discovered

  

  
",2015-02-10,"http://www.fitzmuseum.cam.ac.uk/news/michelangelo-bronzes-discovered"
"e-Luminate festival 2015 ","The Fitzwilliam Museum will be lit with installations designed by artist Susie Olczak from 11 - 18 February for the 2015 e-Luminate festival.
Colours will be projected on to the Museum’s portico in the evenings as part of Susie’s larger City Installation ‘Light Progression’ illuminating some of the most iconic buildings along Trumpington Street and King’s Parade. 
To celebrate the start of the festival Susie will give a talk and a walk introducing her installations on Wednesday 11 February from 15.30 to 16.30.  The final day of the installation on Wednesday 18 February also coincides with Twilight at the Museums, a late opening to 20.30 enabling people to admire the Museum from inside, as well as outside. 
The e-Luminate Cambridge Festival 2015 brings together talented individuals from the Arts, Science and Technology, to highlight the city’s unique architecture in a series of free light installations. For the full programme of concerts, performances, workshops and tours all celebrating Light in occasion of the 2015 UN International Year of Light, please see the e-Luminate website.
","e-luminate-festival-2015",,,,2015-02-10,"http://www.fitzmuseum.cam.ac.uk/news/e-luminate-festival-2015"
"Napoleon&rsquo;s legacy in prints ","Napoleon spread liberal reform across Europe and to his supporters he was a modern hero. Marking the 200th anniversary of Bonaparte’s defeat at the Battle of Waterloo, a new exhibition at the Fitzwilliam looks at the rise of lithographic printmakers who explored the legacy of the great military leader and notions of heroism.
At the beginning of the nineteenth century Napoleon was the dominant figure in Europe and the Napoleonic Wars captured the imagination of artists. Contemporary events - epic and dramatic -were reflected in many forms of art, particularly the popular medium of printmaking. This exhibition showcases prints made in France in the wake of Napoleon. Some commemorate and mythologize the Napoleonic Wars, others challenge the political establishment, and still others satirize society.
After Napoleon’s fall from power, France suffered continuous political upheaval. This period coincided with a revolution in printmaking. In 1798, in Munich, Alois Senefelder invented lithography (meaning ‘drawing on stone’). The first new printmaking technique to be devised since intaglio in the fifteenth century, it was quickly adopted in France. Quick to make and cheap to produce in large numbers, lithographic prints became the medium through which a new generation of artists disseminated their ideas.
This exhibition brings together artists raised under the Empire who exploited the spontaneity and versatility of lithography. These include Charlet and Raffet who contributed to Napoleon’s heroic legacy, Delacroix and Gericault who responded to the drama and tragedy of the period, and Daumier who mastered the art of caricature.
Modern Heroism: Printmaking and the legacy of Napoleon Bonaparte is on display in the Charrington Print Room (16) until 28 June 2015
","napoleon%E2%80%99s-legacy-prints",,,,2015-02-03,"http://www.fitzmuseum.cam.ac.uk/news/napoleon%E2%80%99s-legacy-prints"
"Michelangelo bronzes discovered ","It was thought that no bronzes by Michelangelo had survived - now experts believe they have found not one, but two - with a tiny detail in a 500-year-old drawing providing vital evidence.
They are naked, beautiful, muscular and ride triumphantly on two ferocious panthers.  And now the secret of who created these magnificent metre-high bronze male nudes could well be solved.   A team of international experts led by the University of Cambridge and Fitzwilliam Museum has gathered compelling evidence that argues that these masterpieces, which have spent over a century in relative obscurity, are early works by Michelangelo, made just after he completed the marble David and as he was about to embark on the Sistine Chapel ceiling. 
If the attribution is correct, they are currently the only surviving Michelangelo bronzes in the world by his hand.
They are a non-matching pair, one figure older and lithe, the other young and athletic. Long admired for the beauty of their anatomy and powerful expressions, their first recorded attribution was to Michelangelo when they appeared in the collection of Adolphe de Rothschild in the 19th century. But, since they are undocumented and unsigned, this attribution was dismissed and over the last 120 years, the bronzes have been attributed to various other talented sculptors. 
That changed last autumn when Prof Paul Joannides, Emeritus Professor of Art History at the University of Cambridge, connected them to a drawing by one of Michelangelo’s apprentices now in the Musée Fabre, Montpellier, France. 
A Sheet of studies with Virgin embracing Infant Jesus, c.1508, is a student’s faithful copy of various slightly earlier lost sketches by Michelangelo. In one corner is a composition of a muscular youth riding a panther, which is very similar in pose to the bronzes, and drawn in the abrupt, forceful manner that Michelangelo employed in designs for sculpture. This suggests that Michelangelo was working up this very unusual theme for a work in three dimensions. 
This revelation triggered further art-historical research with input from a number of international experts. The bronzes were compared with other works by Michelangelo and found to be very similar in style and anatomy to his works of 1500-1510; a date confirmed by the preliminary conclusions of initial scientific analysis. Interdisciplinary research is continuing; the findings and conclusions of which will be presented at an international conference on Monday 6 July, 2015. 
It is a common misconception that Michelangelo sculpted almost exclusively in marble and never in bronze.  However it is historically verifiable that he was associated with bronze throughout his 75-year-long career.  Michelangelo is documented as having made a two-thirds life-size David for a French grandee, and an over twice life-size statue of Pope Julius II.  Sadly neither survives - the first disappeared during the French Revolution; the second was melted down for artillery less than three years after it was made. 
Dr Victoria Avery, Keeper of the Applied Arts Department of the Fitzwilliam Museum, commented:  ""It has been fantastically exciting to have been able to participate in this ground-breaking project, which has involved input from many art-historians in the UK, Europe and the States, and to draw on evidence from conservation scientists and anatomists. The bronzes are exceptionally powerful and compelling works of art that deserve close-up study - we hope the public will come and examine them for themselves, and engage with this ongoing debate."" 
The bronzes have gone on display in advance of the Fitzwilliam Museum’s bicentenary in 2016 and before its next major exhibition Treasured Possessions, the result of an interdisciplinary University research project revealing hidden items in the Museum’s reserves.  The bronzes and a selection of the evidence are now on display in the Italian galleries at the Fitzwilliam Museum, Cambridge, from February 3 until 15 November 2015.  Admission to the Fitzwilliam is free. 
See Dr Victoria Avery's lunchtime talk on the Rothschild bronzes and their proposed attribution to Michelangelo on Youtube.
Related LinkConference: A Michelangelo
Discovery
","michelangelo-bronzes-discovered-0",,,,2015-02-02,"http://www.fitzmuseum.cam.ac.uk/news/michelangelo-bronzes-discovered-0"
" Big Fitz Book Sale ","Thousands of second-hand books will be going on sale at the Fitzwilliam Museum to raise funds for trips for schools.
The Big Fitz Book Sale on Friday 31 October and Saturday 1 November will raise money so that more school groups who otherwise could not afford the transport costs can visit the Fitzwilliam.
Books will be on sale from 50p, including works of fiction and novels, art, science, biography, history, cookery books and many more.
The event has been organised by Development Officer, Sue Rhodes and Friends Secretary, Penny Cleobury.
Sue said: ""There was a wonderful atmosphere during the book sale last year, people spent hours just browsing. This year we have thousands of books, with brand new unused ones for Christmas presents and very old copies for collectors. All subjects are featured, but some pretty strange tomes have also turned up including 'A history of false teeth' and 'Prince Philip's Gaffes'.""
£1,200 was raised at last year’s book sale event, enabling more children to benefit from the Fitzwilliam’s offer.
The Big Fitz Book sale will be in the Museum Courtyard from 11:00 to 16:00 on both days.
","big-fitz-book-sale","http://www.fitzmuseum.cam.ac.uk/sites/default/files/styles/large/public/book_sale.jpg?itok=4aSaiL6J",,,2015-01-22,"http://www.fitzmuseum.cam.ac.uk/news/big-fitz-book-sale"
"Cultural festival celebrates Cambridge and its collections ","The University of Cambridge Museums cultural festival - Curating Cambridge: our city, our stories, our stuff is now open until 23 November. This city wide celebration is an exciting mix of exhibitions, events, workshops, performances, talks, trails and hands on fun.
To curate is to select, to organise and to care for objects but what does it mean to you? Displaying sea shells collected on holiday on a window sill? Developing a blockbuster art exhibition? Planting a riot of colourful flowers in the garden? Programming a season of theatre performances? Commissioning art for public spaces?
Join us on a journey of exploration into the culture, community, passion, diversity, vision and individuality that makes Cambridge what it is.
 
Curating Cambridge events at the Fitzwilliam:
Silent Partners exhibition (until 25 January 2015)
Meet the sculptor - lunchtime talk (22 October)
Curating Gardens - evening talk (23 October)
Looking at artificial Others: Mannequins with x-ray vision - evening talk (28 October)
Curious Collections: University of Cambridge Museums family day (29 October)
Black History Month trail: Science and racism in the 19th century (1 - 31 October)
Ideas of perfection - writing workshop for adults (October & November)
Recital of Italian harpsichord music from the Fitzwilliam’s collection (14 November)
Screening of Metropolis with live piano accompaniment (17 November)
For details of other events across the City please visit the Curating Cambridge website.
Curating Cambridge is presented by the University of Cambridge Museums with the Festival of Ideas, cultural partners and community organisations.
","cultural-festival-celebrates-cambridge-and-its-collections","http://www.fitzmuseum.cam.ac.uk/sites/default/files/styles/large/public/curating_cambridge.jpg?itok=o0MWHLHu",,,2015-01-22,"http://www.fitzmuseum.cam.ac.uk/news/cultural-festival-celebrates-cambridge-and-its-collections"
" Mannequin Parade ","Following the opening of the Fitzwilliam Museum’s major exhibition Silent Partners, mannequins will be invading Cambridge City Centre in a Mannequin Parade from Saturday 25 October - Sunday 9 November, timed to coincide with the beginning of October half term.
The mannequins are being placed in various locations and shops across the city, all dressed differently, with unique names and ages relating to historic artists, lay figures, paintings, and references to books and film.
Participating venues have posters in their windows, and maps are available to pick up from each location to spot all twelve of the Silent Partners mannequin displays; people who find them all and jot down their names can enter a competition to win a digital camera from John Lewis, Cambridge.
Two of the highlight displays in the parade include a life-size recreation of the painting The Black Brunswicker by Millais in John Lewis, and a mannequin and series of images related to the Silent Partners exhibition in the Arts Picturehouse. Remarkable displays from food to fashion will be taking place in Fitzbillies, Tindalls, Bowns, Cambridge Contemporary Art, ARK, the Tourist Information Centre Gift Shop, CallyCo, Cristine Patisserie and Noa Noa.
The final mannequin is located in the Fitzwilliam Museum’s gift shop, next to the competition form collection box.
The Museum will be sharing photos from the public with the mannequins they find which are tweeted to @FitzMuseum_UK with the hashtag #SILENTPARTNERS, along with their name.
The Mannequin Parade is supported by Cambridge BID, also in partnership with Our Cambridge Story’, encouraging shops to tell stories about their history and products in window displays as part of ‘Curating Cambridge: our city, our stories, our stuff’. Neon green posters are in participating ‘Our Cambridge Story’shop fronts across the city, presented by the University of Cambridge Museums in partnership with the Cambridge BID and Independent Cambridge.
 
Time lapse video of mannequin art recreation at John Lewis
Time-lapse footage courtesy of Keith Heppell
 
","mannequin-parade","http://www.fitzmuseum.cam.ac.uk/sites/default/files/styles/large/public/mannequin_parade.jpg?itok=3Uq46mlS","",,2015-01-22,"http://www.fitzmuseum.cam.ac.uk/news/mannequin-parade"
" Chapman Brothers prints ","A glimpse into the Chapman Brothers journey of ideas through war, the genesis of life, artistic creation and death has gone on display through 100 remarkable and intricate prints, giving a unique insight into the Chapmans as printmakers.
 
The exhibition Fatal Consequences explores the extraordinary ways in which Jake & Dinos Chapman have used printmaking as part of their creative process. At the heart of the exhibition is their seriesThe Disasters of War, which began by adapting Francisco Goya’s etchings of the cruelty and suffering of the Spanish Peninsular War (1808-14).
For the first time different versions of The Disasters of War and related Chapman prints have been brought together to show the way the images were adapted and ideas evolved in different printing methods, including white on black, black on white, and, most intriguingly, a version printed on pages from a child’s picture book. A few sets were even modified again by hand-colouring. These are shown alongside eight prints from Francesco Goya’s original series.
Jake & Dinos Chapman’s prints The Disasters of War took ideas from Goya’s print series of the same name and recycled, reinvented and extended the imagery and horrors with a cornucopia of ideas from later conflicts - particularly the Second World War and the Nazi holocaust - and from contemporary culture. But they also go beyond imagery of war, drawing on other areas of interest, such as Symbolism and Surrealism.
The set was first printed in white ink on black paper, but the Chapman’s manipulated the imagery and impact by printing a second version in white ink on black paper, and then made a third version on pages from a child’s colouring book, with chilling and sometimes comic effect. The set was commissioned by Charles Booth-Clibborn and published under his imprint, The Paragon Press, in London in 1999. The etchings were proofed and printed at Hope (Sufferance) Press, London.
Fatal Consequences is part of a sequence of exhibitions at the Fitzwilliam Museum marking the centenary of the First World War, and in this case also marking the 200th anniversary of the Spanish Peninsular War.
The 83 prints of The Disasters of War which are on display were bought by the Fitzwilliam Museum in 2010 with the help of the Art Fund and the V&A/MLA Purchase Grant Fund.
Fatal Consequences: The Chapman Brothers & Goya’s Disasters of War is at the Fitzwilliam Museum from 14 October 2014 to 8 February 2015. Admission is free.
Image: The Disasters of War, 1999, Jake & Dinos Chapman (born 1966 & 1962), black ink on a page cut from a children's colouring book, Collection of Charles Booth-Clibborn.
","chapman-brothers-prints","http://www.fitzmuseum.cam.ac.uk/sites/default/files/styles/large/public/chapman_brothers.jpg?itok=nKK4k1Lj",,,2015-01-22,"http://www.fitzmuseum.cam.ac.uk/news/chapman-brothers-prints"
"Fortuny Interiors ","The spectacular and luxurious textiles made by Fortuny, Venice and the incredible homes they adorn will be featured in a new talk and book signing on Wednesday 25 February.
Brian Coleman is the author of 16 books on the decorative arts and is currently touring with his book Fortuny Interiors.
Mariano Fortuny was a celebrated Venetian textile and dress designer, painter and aesthete. For over a century, sumptuous Fortuny textiles have been used in some of the most beautiful homes in the world. In Fortuny Interiors, Brian traces the history of Fortuny beginning with the founding of the company in Venice by Mariano Fortuny in the early, twentieth century. He visits homes from a Palladian palazzo in Venice, to a luxurious, horse farm in Lexington to an elegant restoration in Provence, showing how the luxurious, high style of Fortuny's enduring designs continue to inspire today.
Brian will be signing copies of Fortuny Interiors and his latest book Paul Vincent Wiseman after the talk. For more information and times click here.
","fortuny-interiors",,,,2015-01-20,"http://www.fitzmuseum.cam.ac.uk/news/fortuny-interiors"
"Last week of <i>Silent Partners</i> ","It is the last week to see the Fitzwilliam Museum’s ground-breaking exhibition Silent Partners before it closes after 25 January.
Uncovering the playful and uncanny history of the mannequin from the Renaissance to the present-day, the exhibition features over 180 paintings, drawings, photographs, dolls, trade catalogues, books, videos and mannequins.
For centuries, the mannequin, or lay figure, was little more than a studio tool, a piece of equipment as necessary as easel, pigments and brushes. This major loan exhibition reveals the multiple purposes it serves - from fixing perspective and painting reflections, to being a support for drapery and costume - and shows how it gradually moved centre stage to become the subject of the painting, photograph or film, eventually becoming a work of art in its own right.
If you miss Silent Partners in Cambridge the exhibition is moving on to the Musée Bourdelle, Paris from 1 April: www.bourdelle.paris.fr/fr/mannequin-dartiste-mannequin-fetiche.
#SilentPartners
","last-week-silent-partners",,,,2015-01-19,"http://www.fitzmuseum.cam.ac.uk/news/last-week-silent-partners"
"The story of early film ","The history of early cinema and how pictures were first brought to life in film will be explored in a rare UK screening of Jérôme Prieur’s 2011 documentary Pictures in Motion (Vivement le Cinéma).
Pictures in Motion shows how pioneers of optical toys and photography influenced the production of film and the evolution of modern-day cinema. The screening at The Queens Building Theatre of Emmanuel College on 18 January is part of a Sunday of film to celebrate the last weeks of Silent Partners, which runs to 25 January.
Jérôme Prieur has a distinguished reputation as an author and documentary film-maker, many of which have been broadcast on the popular Franco-German network, ARTE. His film The Other Life (2014) was made specially to coincide with Silent Partners and is projected in the exhibition. Jérôme will be holding a Q&A following Pictures in Motion with Marta Braun, Professor in the History of Photography and Film, Ryerson University, Toronto.
Pictures in Motion, Sunday 18 January, The Queens Building Theatre, Emmanuel College, 15:00 to 17:00. £5, booking essential, 01223 332904 or email education@fitzmuseum.cam.ac.uk.
","story-early-film",,,,2015-01-09,"http://www.fitzmuseum.cam.ac.uk/news/story-early-film"
